,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
942,2016,1985,51375.0,FORPROFIT,51375.0,ERS,,,Healthy foods production sale,NONRETAIL,,,,,6333 Arapahoe Road,,Boulder,CO,80303.0,,,"6333 Arapahoe Road,Boulder,CO,80303","Arapahoe Road, Boulder, Boulder County, Colorado, 80303-1229, United States of America","(40.0146212, -105.2059753, 0.0)",40.0146212,-105.2059753,0.0
943,2016,1985,37280.0,FORPROFIT,37280.0,OTHER,USDA 2013 Mapping,,CO4F Commerical Kitchen,RETAIL,,,,,619 Main Street,,Canon City,CO,81212.0,,,"619 Main Street,Canon City,CO,81212","619, Main Street, East Cañon, Cañon City, Fremont County, Colorado, 81212, United States of America","(38.44137506211876, -105.23914831044381, 0.0)",38.44137506211876,-105.23914831044381,0.0
944,2016,1985,31765.0,FORPROFIT,31765.0,OTHER,USDA 2013 map,,Goat Dairy & Retail,NONRETAIL,,,,,31700 US Highway 24 North,,Buena Vista,CO,81211.0,,,"31700 US Highway 24 North,Buena Vista,CO,81211","31700, US Highway 24, Buena Vista, Chaffee County, Colorado, 81211, United States of America","(38.87942154902985, -106.16106012269479, 0.0)",38.87942154902985,-106.16106012269479,0.0
946,2016,1985,20825.0,FORPROFIT,20825.0,OTHER,USDA 2013 Map,,Convenient Store,RETAIL,,,,,994 South Peoria Street,,Aurora,CO,80012.0,,,"994 South Peoria Street,Aurora,CO,80012","994, South Peoria Street, Aurora, Arapahoe County, Colorado, 80012, United States of America","(39.6995562, -104.84706340000001, 0.0)",39.6995562,-104.84706340000001,0.0
947,2016,1985,20825.0,FORPROFIT,20825.0,OTHER,USDA 2013 map,,Manufacturer of Frozen Organic,RETAIL,,,,,647 Dakota Boulevard,,Boulder,CO,80304.0,,8013013701.0,"647 Dakota Boulevard,Boulder,CO,80304","647, Dakota Boulevard, Boulder, Boulder County, Colorado, 80304, United States of America","(40.06544230612245, -105.28655453061224, 0.0)",40.06544230612245,-105.28655453061224,0.0
948,2016,1985,61335.0,NONPROFIT,61335.0,OTHER,USDA 2013 Map,,Retail - bulk food,RETAIL,,,,,418 Main Street,,Longmont,CO,80501.0,,,"418 Main Street,Longmont,CO,80501","Simply Bulk Market, 418, Main Street, Longmont Downtown, Dominion, Longmont, Boulder County, Colorado, 80501, United States of America","(40.1661808, -105.1023266, 0.0)",40.1661808,-105.1023266,0.0
949,2016,1985,36521.0,FORPROFIT,36521.0,OTHER,USDA 2013 map,,Sprout Grower,NONRETAIL,,,,,4350 Grape Street,,Denver,CO,80216.0,,,"4350 Grape Street,Denver,CO,80216","4350, Grape Street, Denver, Denver County, Colorado, 80216, United States of America","(39.777039999328956, -104.92453544960796, 0.0)",39.777039999328956,-104.92453544960796,0.0
952,2016,1985,56385.0,NONPROFIT,56385.0,OTHER,USDA 2013 Map,,Corner Store,RETAIL,,,,,2800 North Madison Street,,Denver,CO,80205.0,,,"2800 North Madison Street,Denver,CO,80205","North Madison Street, Elyria Swansea, Denver, Denver County, Colorado, 80205, United States of America","(39.7738655, -104.9464484, 0.0)",39.7738655,-104.9464484,0.0
953,2016,1985,26240.0,FORPROFIT,26240.0,OTHER,USDA 2013 map,,Vendor Farmers Market,RETAIL,,,,,939 West 30th Street,,Loveland,CO,80538.0,,,"939 West 30th Street,Loveland,CO,80538","939, West 30th Street, Browns Corner, Loveland, Larimer County, Colorado, 80538, United States of America","(40.422604, -105.09016966666667, 0.0)",40.422604,-105.09016966666667,0.0
956,2016,635,875000.0,,875000.0,ERS,,,"Grocery Store with options for meals, fruits, vegetables, beverages all geared toward healthy eating",RETAIL,,,,,261 Midland Ave,,Lexington,KY,40505.0,,,"261 Midland Ave,Lexington,KY,40505","261, Midland Avenue, Bell Court, Lexington Manor, Lexington, Fayette County, Kentucky, 40508, United States of America","(38.0423952, -84.4836872, 0.0)",38.0423952,-84.4836872,0.0
957,2016,635,722561.6,,722561.6,ERS,,,Grocery store in the food desert,RETAIL,,,,,261 Midland Ave,,Lexington,KY,40505.0,,,"261 Midland Ave,Lexington,KY,40505","261, Midland Avenue, Bell Court, Lexington Manor, Lexington, Fayette County, Kentucky, 40508, United States of America","(38.0423952, -84.4836872, 0.0)",38.0423952,-84.4836872,0.0
958,2016,635,67645.0,,67645.0,ERS,,,RESTAURANT,NONRETAIL,,,,,416 CLAY ST,,HENDERSON,KY,42420.0,,21101020300.0,"416 CLAY ST,HENDERSON,KY,42420","416, Clay Street, Weaverton, Henderson, Henderson County, Kentucky, 42420, United States of America","(37.8331349529443, -87.59238642554047, 0.0)",37.8331349529443,-87.59238642554047,0.0
960,2016,635,151500.0,,151500.0,ERS,,,MARKET AND STORE,RETAIL,,,,,486 Walton Ave,,LEXINGTON,KY,40502.0,,,"486 Walton Ave,LEXINGTON,KY,40502","Walton Avenue, Bell Court, Lexington Manor, Lexington, Fayette County, Kentucky, 40507, United States of America","(38.038809, -84.482636, 0.0)",38.038809,-84.482636,0.0
961,2016,635,800000.0,,800000.0,ERS,11000,,Kitchen Incubator assisting clients that deliver or mail unprepared packaged food/beverages and meal,RETAIL,,,,,1812 W Muhammad Ali Blvd,,Louisville,KY,40203.0,,,"1812 W Muhammad Ali Blvd,Louisville,KY,40203","1812, West Muhammad Ali Boulevard, Portland, Louisville, Jefferson County, Kentucky, 40203, United States of America","(38.2536055, -85.7814802, 0.0)",38.2536055,-85.7814802,0.0
962,2016,635,495000.0,,495000.0,ERS,,,"Grocery Store with options for meals, fruits, vegetables, beverages all geared toward healthy eating",RETAIL,,,,,225 Midland Ave,,Lexington,KY,40505.0,,,"225 Midland Ave,Lexington,KY,40505","225, Midland Avenue, Bell Court, Lexington Manor, Lexington, Fayette County, Kentucky, 40508, United States of America","(38.0424072, -84.4841389, 0.0)",38.0424072,-84.4841389,0.0
964,2016,635,168780.0,,168780.0,ERS,,,Restaurant serving local grown foods and goods to an undeserved area,NONRETAIL,,,,,989 Della Dr,,Lexington,KY,40504.0,,,"989 Della Dr,Lexington,KY,40504","989, Della Drive, The Lane, Gardenside, Lexington, Fayette County, Kentucky, 40504, United States of America","(38.0380741, -84.54516464855631, 0.0)",38.0380741,-84.54516464855631,0.0
966,2016,635,36772.97,,36772.97,ERS,ERS,,Kitchen Incubator assisting clients that deliver or mail unprepared packaged food/beverages and meal,RETAIL,,,,,1812 W Muhammad Ali BLVD,,Louisville,KY,40202.0,,,"1812 W Muhammad Ali BLVD,Louisville,KY,40202","West Muhammad Ali Boulevard, Germantown, Louisville, Jefferson County, Kentucky, 40202, United States of America","(38.2505177, -85.7518494, 0.0)",38.2505177,-85.7518494,0.0
968,2016,635,189009.0,,189009.0,ERS,,,"Restaurant offering southern/regional cuisine using local meats and produce, fruits and vegetables",NONRETAIL,,,,,214 S Water St,,Georgetown,KY,40324.0,,,"214 S Water St,Georgetown,KY,40324","South Water Street, Georgetown, Scott County, Kentucky, 40324, United States of America","(38.209275, -84.561589, 0.0)",38.209275,-84.561589,0.0
969,2016,1664,50000.0,,50000.0,TRF,Not Applicable,,Restaurant bringing fresh foods and spices to a food desert,NONRETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
970,2016,1664,70000.0,,70000.0,TRF,Not Applicable,,cery store in the Vietnamese Community,RETAIL,,,,,4646 Michoud Blvd,,NEW ORLEANS,LA,70129.0,,,"4646 Michoud Blvd,NEW ORLEANS,LA,70129","4646, Michoud Boulevard, Michoud, New Orleans, Orleans Parish, Louisiana, 70129, United States of America","(30.032021408163263, -89.92792474489795, 0.0)",30.032021408163263,-89.92792474489795,0.0
971,2016,1664,155000.0,,155000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,7212 HAYNE BLVD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"7212 HAYNE BLVD,NEW ORLEANS,LA,70126","Hayne Boulevard, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.034601, -90.02184, 0.0)",30.034601,-90.02184,0.0
972,2016,1664,463500.0,,463500.0,TRF,Not Applicable,,Revamped grocery store with fresh produce and meats,RETAIL,,,,,13572 River Road,,DESTREHAN,LA,70047.0,,,"13572 River Road,DESTREHAN,LA,70047","13572, River Road, Good Hope, Norco, St. Charles Parish, Louisiana, 70047, United States of America","(29.951422033915108, -90.38085348730056, 0.0)",29.951422033915108,-90.38085348730056,0.0
973,2016,1664,35000.0,,35000.0,TRF,Not Applicable,,Revamped grocery store with fresh produce and meats,RETAIL,,,,,13572 River Road,,DESTREHAN,LA,70047.0,,,"13572 River Road,DESTREHAN,LA,70047","13572, River Road, Good Hope, Norco, St. Charles Parish, Louisiana, 70047, United States of America","(29.951422033915108, -90.38085348730056, 0.0)",29.951422033915108,-90.38085348730056,0.0
974,2016,1664,500000.0,,500000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,2372 ST CLAUDE AVE,SUITE 110,NEW ORLEANS,LA,70117.0,,22071001800.0,"2372 ST CLAUDE AVE,NEW ORLEANS,LA,70117","New Orleans Healing Center, 2372, Saint Claude Avenue, French Market, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9686492, -90.0524517, 0.0)",29.9686492,-90.0524517,0.0
975,2016,1664,250000.0,,250000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,3402 TULANE AVE,,NEW ORLEANS,LA,70119.0,,,"3402 TULANE AVE,NEW ORLEANS,LA,70119","3402, Tulane Avenue, Broadmoor, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96537493877551, -90.09882669387754, 0.0)",29.96537493877551,-90.09882669387754,0.0
976,2016,1664,69740.5,,69740.53,TRF,Not Applicable,,Restaurant,RETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
977,2016,1664,48865.92,,48865.92,TRF,Not Applicable,,Fresh produce and meat in a convenience store,RETAIL,,,,,3402 TULANE AVE,,NEW ORLEANS,LA,70119.0,,,"3402 TULANE AVE,NEW ORLEANS,LA,70119","3402, Tulane Avenue, Broadmoor, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96537493877551, -90.09882669387754, 0.0)",29.96537493877551,-90.09882669387754,0.0
979,2016,823,3000000.0,,26000000.0,ERS,,,To construct a grocery store in a Limited Supermarket Access area,RETAIL,,,,,Pershing and King Drive,,Chicago,IL,60653.0,,,"Pershing and King Drive,Chicago,IL,60653","King Drive & Pershing, South Doctor Martin Luther King Junior Drive, Oakland, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","(41.8235777, -87.6171194, 0.0)",41.8235777,-87.6171194,0.0
980,2016,823,1700000.0,,2170000.0,ERS,,,"Multi-tenant retail center with 17,678 sf SAL grocery and 23,032 sf Blast Fitness.",RETAIL,,,,,1549 S Jefferson Ave,,St. Louis,MO,63104.0,,29510123100.0,"1549 S Jefferson Ave,St. Louis,MO,63104","1549, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61724986033476, -90.22067150438076, 0.0)",38.61724986033476,-90.22067150438076,0.0
981,2016,823,712121.0,,5578000.0,ERS,,,Full service grocery store in commercial real estate space,RETAIL,,,,,801 University Ave,,Des Moines,IA,50314.0,,,"801 University Ave,Des Moines,IA,50314","801, University Avenue, Downtown, Des Moines, Polk County, Iowa, 50314, United States of America","(41.60088261744966, -93.62892197315436, 0.0)",41.60088261744966,-93.62892197315436,0.0
982,2016,823,700000.0,,5600000.0,ERS,,,"Project includes a grocery Store, aggregation & distribution Center, and Processing Center.",RETAIL,,,,,1500 Lafayette Ave,,St. Louis,MO,63104.0,,29510123200.0,"1500 Lafayette Ave,St. Louis,MO,63104","1500, Lafayette Avenue, Peabody-Darst-Webbe, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.613200327621, -90.20853820658395, 0.0)",38.613200327621,-90.20853820658395,0.0
983,2016,823,1000000.0,,1075000.0,ERS,,,To construct a grocery store in a Limited Supermarket Access area,RETAIL,,,,,2322 W Oak St,,Milwaukee,WI,53206.0,,,"2322 W Oak St,Milwaukee,WI,53206","2322, West Oak Street, Park West, Milwaukee, Milwaukee County, Wisconsin, 53206, United States of America","(43.061935145838724, -87.9420484989862, 0.0)",43.061935145838724,-87.9420484989862,0.0
984,2016,823,181000.0,,181000.0,ERS,,,To refinance existing debt of an established food co-op operating out of rental space,RETAIL,,,,,2828 East 10th Street,,Indianapolis,IN,46201.0,,,"2828 East 10th Street,Indianapolis,IN,46201","East 10th Street, Young's Sub, Woodruff Place, Indianapolis, Marion County, Indiana, 46201, United States of America","(39.781165, -86.1377007, 0.0)",39.781165,-86.1377007,0.0
987,2016,823,450000.0,,481455.0,ERS,,,To construct a grocery store in a Limited Supermarket Access area,RETAIL,,,,,1250 Lake Street,,Aurora,IL,60506.0,,,"1250 Lake Street,Aurora,IL,60506","1250, Lake Street, Reminderville, Bainbridge Township, Geauga County, Ohio, 44202, United States of America","(41.34818108080808, -81.39038486363637, 0.0)",41.34818108080808,-81.39038486363637,0.0
988,2016,1664,50000.0,,50000.0,ERS,Not Applicable,,Restaurant bringing fresh foods and healthy food choices to a food desert,RETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
989,2016,1664,250000.0,,250000.0,ERS,Not Applicable,,Revamped grocery store with fresh produce and meats,RETAIL,,,,,138 MURRAY HILL DR,,DESTREHAN,LA,70047.0,,,"138 MURRAY HILL DR,DESTREHAN,LA,70047","138, Murray Hill Drive, Destrehan, St. Charles Parish, Louisiana, 70047, United States of America","(29.954623187358425, -90.38093312107992, 0.0)",29.954623187358425,-90.38093312107992,0.0
990,2016,1664,50000.0,,50000.0,ERS,Not Applicable,,Grocery selling produce to local restaurants and wholesale.,RETAIL,,,,,1740 BENTON ST,,NEW ORLEANS,LA,70117.0,,,"1740 BENTON ST,NEW ORLEANS,LA,70117","1740, Benton Street, Holy Cross, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9674059, -90.0103246, 0.0)",29.9674059,-90.0103246,0.0
991,2016,1664,50000.0,,50000.0,ERS,Not Applicable,,This is a convenience store/restaurant that serves fresh seafood.,RETAIL,,,,,8009 DOWNMAN RD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"8009 DOWNMAN RD,NEW ORLEANS,LA,70126","8009, Downman Road, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.03245665, -90.02637712744385, 0.0)",30.03245665,-90.02637712744385,0.0
992,2016,1664,25000.0,,25000.0,ERS,Not Applicable,,This is a convenience store/restaurant that serves fresh seafood.,RETAIL,,,,,8009 DOWNMAN RD,,NEW ORLEANS,LA,70126.0,,22071001724.0,"8009 DOWNMAN RD,NEW ORLEANS,LA,70126","8009, Downman Road, Seabrook, New Orleans, Orleans Parish, Louisiana, 70126, United States of America","(30.03245665, -90.02637712744385, 0.0)",30.03245665,-90.02637712744385,0.0
993,2016,1664,179387.4,,179387.4,ERS,Not Applicable,,Provide access to healthy food at a fair price; Are a center of community activity,RETAIL,,,,,2372 ST CLAUDE AVE,,NEW ORLEANS,LA,70117.0,,22071001800.0,"2372 ST CLAUDE AVE,NEW ORLEANS,LA,70117","New Orleans Healing Center, 2372, Saint Claude Avenue, French Market, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9686492, -90.0524517, 0.0)",29.9686492,-90.0524517,0.0
994,2016,1664,200000.0,,200000.0,ERS,Not Applicable,,Provide access to healthy food at a fair price; Are a center of community activity,RETAIL,,,,,2372 ST CLAUDE AVE,,NEW ORLEANS,LA,70117.0,,22071001800.0,"2372 ST CLAUDE AVE,NEW ORLEANS,LA,70117","New Orleans Healing Center, 2372, Saint Claude Avenue, French Market, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9686492, -90.0524517, 0.0)",29.9686492,-90.0524517,0.0
995,2016,1664,75000.0,,75000.0,ERS,Not Applicable,,Revamped grocery store with fresh produce and meats,RETAIL,,,,,13572 River Rd,,Destrehan,LA,70047.0,,,"13572 River Rd,Destrehan,LA,70047","13572, River Road, Good Hope, Norco, St. Charles Parish, Louisiana, 70047, United States of America","(29.951422033915108, -90.38085348730056, 0.0)",29.951422033915108,-90.38085348730056,0.0
997,2016,110,750000.0,,11900000.0,TRF,,,Construction of a new Food Co-op Retail outlet in a food desert tract.,RETAIL,,,,,100 Watervliet Avenue,,Albany,NY,12206.0,,36001000300.0,"100 Watervliet Avenue,Albany,NY,12206","Honest Weight Food Co-op, 100, Watervliet Avenue, Beverwyck, West Albany, Albany, Albany County, New York, 12206, United States of America","(42.678649199999995, -73.78152309856046, 0.0)",42.678649199999995,-73.78152309856046,0.0
998,2016,110,250000.0,,10000000.0,ERS,,,"Financed the expansion of Brattleboro Food Co-op, in a census tract adjacent to a food desert.",RETAIL,,,,,2 Main Street,,Brattleboro,VT,5301.0,,50025968500.0,"2 Main Street,Brattleboro,VT,5301","Brattleboro Food Co-Op, 2, Main Street, Fairview Village, Brattleboro, Windham County, Vermont, 05301, United States of America","(42.8504406, -72.55821457219098, 0.0)",42.8504406,-72.55821457219098,0.0
1000,2016,110,200000.0,,200000.0,ERS,,,"Financed the reset of the Good Tern Food Co-op, in a census tract adjacent to a food desert.",RETAIL,,,,,750 Main Street,,Rockland,ME,4841.0,,,"750 Main Street,Rockland,ME,4841","750, Main Street, Blackinton Corners, Rockland, Knox County, Maine, 04841, United States of America","(44.1121433, -69.1067194, 0.0)",44.1121433,-69.1067194,0.0
1001,2016,110,20000.0,,20000.0,ERS,,,Financed the expansion of Quabbin Harvest Food Co-op a retail food co-op in a food desert tract,RETAIL,,,,,131 W. Main Street,,Orange,MA,1364.0,,25011040501.0,"131 W. Main Street,Orange,MA,1364","131, Main Street, North Orange, Orange, Franklin County, Massachusetts, 01364, United States of America","(42.635413243902434, -72.26893880487805, 0.0)",42.635413243902434,-72.26893880487805,0.0
1002,2016,110,1150000.0,,1150000.0,TRF,,,Financed GreenStar Co-op expansion of retail food co-op to a food desert tract.,RETAIL,,,,,307 College Avenue,,Ithaca,NY,14850.0,,,"307 College Avenue,Ithaca,NY,14850","307, College Avenue, East Ithaca, Ithaca, Ithaca Town, Tompkins County, New York, 14850, United States of America","(42.440760499999996, -76.4850955, 0.0)",42.440760499999996,-76.4850955,0.0
1003,2016,110,175000.0,,207143.5,ERS,,,Financed Fiddleheads Food Co-op expansion of retail food co-op adjacent to a food desert tract.,RETAIL,,,,,13 Broad St.,,New London,CT,6320.0,,9011690500.0,"13 Broad St.,New London,CT,6320","Fiddleheads Food Cooperative, 13, Broad Street, Williams Memorial Park Historic District, Downtown New London, New London, New London County, Connecticut, 06320, United States of America","(41.355899, -72.0997518, 0.0)",41.355899,-72.0997518,0.0
1004,2016,110,800000.0,,950651.5,TRF,,,New food desert retail food co-op. Address is new and not in TRF but is LSA (250251101005).,RETAIL,,,,,3815 Washington Street,,Boston,MA,2130.0,,25025120201.0,"3815 Washington Street,Boston,MA,2130","Washington Street, Chinatown, Beacon Hill, Boston, Suffolk County, Massachusetts, 02111, United States of America","(42.3484064, -71.0640842, 0.0)",42.3484064,-71.0640842,0.0
1006,2016,110,825000.0,,1166232.0,ERS,,,Refinanced River Valley Market a retail food co-op adjacent to a food desert tract,RETAIL,,,,,330 N. King St,,Northampton,MA,1061.0,,25015821601.0,"330 N. King St,Northampton,MA,1061","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0.0
1007,2016,1821,675000.0,FORPROFIT,1600000.0,ERS,,,"Construction of 12,000 SF grocery store in rural Vinton Co, there has been no grocery since 2013.",RETAIL,,,,,636 West Main Street,,McArthur,OH,45651.0,,,"636 West Main Street,McArthur,OH,45651","636, West Main Street, McArthur, Elk Township, Vinton County, Ohio, 45651, United States of America","(39.247534, -82.487418, 0.0)",39.247534,-82.487418,0.0
1008,2016,1821,400000.0,FORPROFIT,1200000.0,OTHER,Eligibility review from The Food Trust as part of the Healthy Food for Ohio program.,,"Rehabilitation of a 27,000 SF grocery store has been vacant since 2015 and re-opened in Feb 2017.",RETAIL,,,,,25831 Euclid Avenue,,Euclid,OH,44132.0,2722.0,,"25831 Euclid Avenue,Euclid,OH,44132","25831, Euclid Avenue, Euclid, Cuyahoga County, Ohio, 44132, United States of America","(41.58673131496063, -81.503868503937, 0.0)",41.58673131496063,-81.503868503937,0.0
1009,2015,1805,16034.53,,22700.0,ERS,,,Fresh salsa manufacturer,NONRETAIL,,,,,3912 Eldridge Street,,Fort Worth,TX,76107.0,,,"3912 Eldridge Street,Fort Worth,TX,76107","3912, Eldridge Street, Fort Worth, Tarrant County, Texas, 76107, United States of America","(32.72199515, -97.39353118601932, 0.0)",32.72199515,-97.39353118601932,0.0
1011,2015,1805,17356.87,,50000.0,ERS,,,Health foods store and vegan deli,RETAIL,,,,,3102 Old Spanish Trail,,Houston,TX,77054.0,,,"3102 Old Spanish Trail,Houston,TX,77054","3102, Old Spanish Trail, South Lawn, Houston, Harris County, Texas, 77054, United States of America","(29.700365156758135, -95.37986930918179, 0.0)",29.700365156758135,-95.37986930918179,0.0
1012,2015,1805,15000.0,,30000.0,ERS,,,fresh food delivery truck,NONRETAIL,,,,,4673 Osborne,,El Paso,TX,79922.0,,,"4673 Osborne,El Paso,TX,79922","4673, Osborne Drive, Montoya, El Paso, El Paso County, Texas, 79922, United States of America","(31.83347752288053, -106.57015190172734, 0.0)",31.83347752288053,-106.57015190172734,0.0
1013,2015,1805,15000.0,,15000.0,ERS,,,"All natural, locally sourced food production",NONRETAIL,,,,,140 Fredericksburg Rd.,,San Antonio,TX,78201.0,,48029190100.0,"140 Fredericksburg Rd.,San Antonio,TX,78201","140, Fredericksburg Road, Woodlawn Lake, San Antonio, Bexar County, Texas, 78201, United States of America","(29.444334591836736, -98.50648708163266, 0.0)",29.444334591836736,-98.50648708163266,0.0
1014,2015,1805,40191.61,,50000.0,ERS,,,Healthy toppings yogurt shop,NONRETAIL,,,,,2609 N. Mesa St.,,El Paso,TX,79902.0,,,"2609 N. Mesa St.,El Paso,TX,79902","North Mesa Street, La Guna, El Paso, El Paso County, Texas, 79902, United States of America","(31.8087106, -106.5106737, 0.0)",31.8087106,-106.5106737,0.0
1015,2015,1805,20389.67,,20389.67,ERS,,,Procution and sales of salad bags,NONRETAIL,,,,,2507 Searcy Drive,,Dallas,TX,75211.0,,,"2507 Searcy Drive,Dallas,TX,75211","2507, Searcy Drive, Oak Cliff, Westwood Park, Dallas, Dallas County, Texas, 75211, United States of America","(32.727442714285715, -96.85950726530612, 0.0)",32.727442714285715,-96.85950726530612,0.0
1016,2015,1805,37955.13,,71000.0,ERS,,,Corn tortilla producation & sales,NONRETAIL,,,,,1926 Guadalupe St,,San Antonio,TX,78207.0,,,"1926 Guadalupe St,San Antonio,TX,78207","1926, Guadalupe Street, Cattleman's Square, San Antonio, Bexar County, Texas, 78207, United States of America","(29.41894436734694, -98.52162251020408, 0.0)",29.41894436734694,-98.52162251020408,0.0
1017,2015,1805,34764.77,,35000.0,ERS,,,Fresh smoked meat catering,NONRETAIL,,,,,702 East Convent,,Victoria,TX,77901.0,,,"702 East Convent,Victoria,TX,77901","702, East Convent Street, Victoria, Victoria County, Texas, 77901, United States of America","(28.79381912244898, -97.0015011632653, 0.0)",28.79381912244898,-97.0015011632653,0.0
1018,2015,1805,15791.91,,15791.91,ERS,,,Produce transportation,NONRETAIL,,,,,616 Lynn Drive,,Edinburg,TX,78539.0,,48215023800.0,"616 Lynn Drive,Edinburg,TX,78539","616, Lynn Drive, Enfield Estates, Seville Park Number 1 Colonia, Edinburg, Hidalgo County, Texas, 78539, United States of America","(26.26883988847501, -98.16576782017879, 0.0)",26.26883988847501,-98.16576782017879,0.0
1019,2015,1805,4000.0,,4000.0,ERS,,,Food Truck in persistent poverty area,NONRETAIL,,,,,3000 Wyoming,,El Paso,TX,79903.0,,,"3000 Wyoming,El Paso,TX,79903","3000, Wyoming Avenue, Mission Hills, El Paso, El Paso County, Texas, 79903, United States of America","(31.780609, -106.459791, 0.0)",31.780609,-106.459791,0.0
1020,2015,1805,120000.0,,250000.0,ERS,,,Restraurant goods distribution center,NONRETAIL,,,,,4673 Osborne,,El Paso,TX,79922.0,,,"4673 Osborne,El Paso,TX,79922","4673, Osborne Drive, Montoya, El Paso, El Paso County, Texas, 79922, United States of America","(31.83347752288053, -106.57015190172734, 0.0)",31.83347752288053,-106.57015190172734,0.0
1021,2015,1805,18674.76,,18674.76,ERS,,,Sale of fresh breakfast and dinner,NONRETAIL,,,,,651 Lexington Blvd,,Corpus Christi,TX,78419.0,,,"651 Lexington Blvd,Corpus Christi,TX,78419","Lexington Boulevard, Flour Bluff, Corpus Christi, Nueces County, Texas, 78419, United States of America","(27.6897725, -97.2691462, 0.0)",27.6897725,-97.2691462,0.0
1022,2015,1805,12750.0,,15500.0,ERS,,,sale of fajitas and salads,NONRETAIL,,,,,269 Pyrite,,El Paso,TX,79932.0,,,"269 Pyrite,El Paso,TX,79932","269, Pyrite Drive, Montoya, El Paso, El Paso County, Texas, 79932, United States of America","(31.845626815368476, -106.57404288911265, 0.0)",31.845626815368476,-106.57404288911265,0.0
1024,2015,1805,28353.6,,50000.0,ERS,,,Fresh produce grocery store,RETAIL,,,,,2212 Irving Boulevard,,Irving,TX,75207.0,,,"2212 Irving Boulevard,Irving,TX,75207","Irving Boulevard, Eagle Ford, Dallas, Dallas County, Texas, 75247, United States of America","(32.8081685, -96.885839, 0.0)",32.8081685,-96.885839,0.0
1026,2015,1805,15000.0,,20000.0,ERS,,,restaurant in low food access area,NONRETAIL,,,,,4816 Gaston Avenue,,Dallas,TX,75246.0,,,"4816 Gaston Avenue,Dallas,TX,75246","4816, Gaston Avenue, Old East Dallas, Dallas, Dallas County, Texas, 75246, United States of America","(32.79946131689653, -96.76997472697579, 0.0)",32.79946131689653,-96.76997472697579,0.0
1063,2016,154,295000.0,NONPROFIT,1200000.0,ERS,,,Financing for a retail grocery store offering healthy food options in a Food Desert.,RETAIL,,,,,25831 Euclid Avenue,,Euclid,OH,44132.0,,,"25831 Euclid Avenue,Euclid,OH,44132","25831, Euclid Avenue, Euclid, Cuyahoga County, Ohio, 44132, United States of America","(41.58673131496063, -81.503868503937, 0.0)",41.58673131496063,-81.503868503937,0.0
1065,2016,154,1500000.0,NONPROFIT,6535000.0,ERS,,,Financing for a retail grocery store offering healthy food options in a Food Desert,RETAIL,,,,,2517 Phillips Avenue,,Greensboro,NC,27405.0,,,"2517 Phillips Avenue,Greensboro,NC,27405","Renaissance Community Cooperative, 2517, Phillips Avenue, East White Oak, Greensboro, Guilford County, North Carolina, 27405, United States of America","(36.0961365, -79.7439077, 0.0)",36.0961365,-79.7439077,0.0
