,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
0,2018,448,2892723.0,,14500000.0,OTHER,The Food Trust,2014.0,Acquisition and predevelopment of vacant site for supermarket; co-locating with health center,RETAIL,GROCERYSTORE,,42.086000000000006,-71.024,,,,,,,,"139 Pleasant St, Brockton, MA, 02301","139, Pleasant Street, Montello, Brockton, Plymouth County, Massachusetts, 02301, United States of America","(42.086082909090905, -71.0239490909091, 0.0)",42.086082909090905,-71.0239490909091,0.0
1,2018,448,3300000.0,,6050000.0,OTHER,The Food Trust,2013.0,Acquisition and predevelopment of vacant site for supermarket; co-locating with health center,RETAIL,GROCERYSTORE,,42.086000000000006,-71.024,,,,,,,,"139 Pleasant St, Brockton, MA, 02301","139, Pleasant Street, Montello, Brockton, Plymouth County, Massachusetts, 02301, United States of America","(42.086082909090905, -71.0239490909091, 0.0)",42.086082909090905,-71.0239490909091,0.0
2,2018,448,3000000.0,,22400000.0,ERS,,2016.0,Renovated building houses Fresh Grocer brand grocery store in LMI community.,RETAIL,GROCERYSTORE,,40.003,-75.215,,,,,,,,"4105 Monument Rd, Philadelphia, PA, 19131","4105, Monument Road, Pencoyd, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States of America","(40.00174615151515, -75.21529207575757, 0.0)",40.00174615151515,-75.21529207575757,0.0
3,2018,448,750000.0,,750000.0,OTHER,The Food Trust,2014.0,Acquisition and build-out of commercial training kitchen space for formerly incarcerated individuals,NONRETAIL,PRODUCTION,,42.332,-71.082,,,,,,,,"2117 Washington St, Boston, MA, 02119","2117, Washington Street, Roxbury Crossing, South End, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.33191704347826, -71.08190847826087, 0.0)",42.33191704347826,-71.08190847826087,0.0
4,2018,502,54000.0,FORPROFIT,81000.0,OTHER,CIMS/ERS (<120% adj.,2017.0,Grocery Store,RETAIL,GROCERYSTORE,,40.03579771,-76.31409186,252 S 4th St,,Reading,PA,19602.0,,42011002500.0,"252 S 4th St,Reading,PA,19602","252, South 4th Street, Reading, Berks County, Pennsylvania, 19602, United States of America","(40.33143120408163, -75.93009128571428, 0.0)",40.33143120408163,-75.93009128571428,0.0
5,2018,502,34496.0,FORPROFIT,46746.0,ERS,,2017.0,Grocery Store,RETAIL,GROCERYSTORE,,40.33082817,-75.92998954,474 Manor St,,Lancaster,PA,17603.0,,42071001000.0,"474 Manor St,Lancaster,PA,17603","474, Manor Street, Lancaster, Lancaster County, Pennsylvania, 17603, United States of America","(40.035887448979594, -76.31391018367347, 0.0)",40.035887448979594,-76.31391018367347,0.0
6,2018,502,40000.0,FORPROFIT,40000.0,ERS,,2017.0,Butcher Shop,RETAIL,OTHER,Butcher Shop,40.04336918,-76.30668023,325 N Queen St,,Lancaster,PA,17603.0,,42071000400.0,"325 N Queen St,Lancaster,PA,17603","325, North Queen Street, Lancaster, Lancaster County, Pennsylvania, 17603, United States of America","(40.04316416326531, -76.30656797959183, 0.0)",40.04316416326531,-76.30656797959183,0.0
7,2018,502,170800.0,FORPROFIT,170800.0,OTHER,CIMS/ERS (<120% Tra,2017.0,Grocery Store,RETAIL,GROCERYSTORE,,40.02921554,-76.29381962,920 S Duke St,,Lancaster,PA,17602.0,,42071014700.0,"920 S Duke St,Lancaster,PA,17602","920, South Duke Street, Sunnyside, Lancaster, Lancaster County, Pennsylvania, 17602, United States of America","(40.02955995303014, -76.29439326508438, 0.0)",40.02955995303014,-76.29439326508438,0.0
10,2018,1583,100000.0,NONPROFIT,300000.0,ERS,,2017.0,"Recent studies showed median household income of $32,699. The redevelopment plan includes new housing, and as a USDA Food Desert, a grocery store is vital and will be the anchor of the CRA redevelopment project.",RETAIL,GROCERYSTORE,,28.292544,-81.40990078,5800 Main Street,,New Port Richey,FL,34652.0,,12101031401.0,"5800 Main Street,New Port Richey,FL,34652","5800, Main Street, New Port Richey, Pasco County, Florida, 34652, United States of America","(28.25014373348202, -82.71875694591706, 0.0)",28.25014373348202,-82.71875694591706,0.0
11,2018,1583,100000.0,NONPROFIT,100000.0,ERS,,2017.0,"Recent studies showed median household income of $32,699. The redevelopment plan includes new housing, and as a USDA Food Desert, a grocery store is vital and will be the anchor of the CRA redevelopment project.",RETAIL,GROCERYSTORE,,28.26180882,-81.23312463,5800 Main Street,,New Port Richey,FL,34652.0,,12101031401.0,"5800 Main Street,New Port Richey,FL,34652","5800, Main Street, New Port Richey, Pasco County, Florida, 34652, United States of America","(28.25014373348202, -82.71875694591706, 0.0)",28.25014373348202,-82.71875694591706,0.0
12,2018,1583,400000.0,NONPROFIT,781000.0,ERS,,2017.0,"Fresh Choice Market Place�is the sole full-service grocery store for approximately 23,000 residents of Fort Meade. The city of Fort Meade, in rural Polk County Florida, has been designated as a Food Desert by the USDA.",RETAIL,GROCERYSTORE,,27.74808162,-81.80154162,201 S. Charleston Avenue,,Ft. Meade,FL,33841.0,,12105016002.0,"201 S. Charleston Avenue,Ft. Meade,FL,33841","Charleston Avenue, Fort Meade, Polk County, Florida, 33841, United States of America","(27.7513553, -81.8014232, 0.0)",27.7513553,-81.8014232,0.0
13,2018,1583,300000.0,NONPROFIT,300000.0,ERS,,2017.0,"Fresh Choice Market Place�is the sole full-service grocery store for approximately 23,000 residents of Fort Meade. The city of Fort Meade, in rural Polk County Florida, has been designated as a Food Desert by the USDA.",RETAIL,GROCERYSTORE,,27.748997999999997,-81.80144195,201 S. Charleston Avenue,,Ft. Meade,FL,33841.0,,12105016002.0,"201 S. Charleston Avenue,Ft. Meade,FL,33841","Charleston Avenue, Fort Meade, Polk County, Florida, 33841, United States of America","(27.7513553, -81.8014232, 0.0)",27.7513553,-81.8014232,0.0
15,2018,2131,3000000.0,FORPROFIT,3477000.0,ERS,,2016.0,Grocery store. Census tract is located directly next to a USDA-designed Low-Income/Low Access census tract with a 52.47% Median Family Income.,RETAIL,GROCERYSTORE,,37.45932071,-122.4331797,3103 Myrtle Street,,Oakland,CA,94608.0,,6001401500.0,"3103 Myrtle Street,Oakland,CA,94608","3103, Myrtle Street, Hoover-Foster, Oakland, Alameda County, California, 94608, United States of America","(37.821598267581834, -122.27736928475657, 0.0)",37.821598267581834,-122.27736928475657,0.0
16,2018,2131,267126.0,FORPROFIT,1985000.0,ERS,,2016.0,Grocery store. Census tract is located directly next to a USDA-designed Low-Income/Low Access census tract with a 52.47% Median Family Income.,RETAIL,GROCERYSTORE,,37.942505,-122.4910369,3103 Myrtle Street,,Oakland,CA,94608.0,,6001401500.0,"3103 Myrtle Street,Oakland,CA,94608","3103, Myrtle Street, Hoover-Foster, Oakland, Alameda County, California, 94608, United States of America","(37.821598267581834, -122.27736928475657, 0.0)",37.821598267581834,-122.27736928475657,0.0
17,2018,2131,477000.0,FORPROFIT,3477000.0,ERS,,2017.0,Grocery store. Census tract is located directly next to a USDA-designed Low-Income/Low Access census tract with a 52.47% Median Family Income.,RETAIL,GROCERYSTORE,,37.82192995,-122.27711380000001,3103 Myrtle Street,,Oakland,CA,94608.0,,6001401500.0,"3103 Myrtle Street,Oakland,CA,94608","3103, Myrtle Street, Hoover-Foster, Oakland, Alameda County, California, 94608, United States of America","(37.821598267581834, -122.27736928475657, 0.0)",37.821598267581834,-122.27736928475657,0.0
18,2018,2131,374889.0,NONPROFIT,3316534.0,ERS,,2017.0,"Community wellness hub with a produce stand, commercial kitchen, distribution center, & offices. Census tract directly adjacent to a USDA-designated LSA census tract with a Median Family Income of 56.44%",RETAIL,GROCERYSTORE,,37.82192995,-122.27711380000001,6569 S Vermont Ave,,Los Angeles,CA,90044.0,,6037237401.0,"6569 S Vermont Ave,Los Angeles,CA,90044","South Vermont Avenue, Westmont, Los Angeles, Los Angeles County, California, 90044, United States of America","(33.9589663, -118.2917915, 0.0)",33.9589663,-118.2917915,0.0
22,2018,1985,1000000.0,FORPROFIT,1000000.0,ERS,,2016.0,Grocery store located in food dessert owned by employee co-op,RETAIL,GROCERYSTORE,,39.78443831,-104.80959200000001,4810 Chambers Road,,Denver,CO,80239.0,,8031008388.0,"4810 Chambers Road,Denver,CO,80239","4810, Chambers Road, Denver, Denver County, Colorado, 80239, United States of America","(39.784212249999996, -104.8078060845308, 0.0)",39.784212249999996,-104.8078060845308,0.0
23,2018,1985,52195.0,FORPROFIT,52195.0,ERS,,2016.0,Ethnic grocery store selling fresh produce,RETAIL,GROCERYSTORE,,39.65294477,-104.81047779999999,15256 East Hampden Avenue,,Aurora,CO,80014.0,,8005083800.0,"15256 East Hampden Avenue,Aurora,CO,80014","15256, East Hampden Avenue, Hampden Village, Aurora, Arapahoe County, Colorado, 80014, United States of America","(39.65293707932365, -104.81071438264004, 0.0)",39.65293707932365,-104.81071438264004,0.0
24,2018,1985,31140.0,FORPROFIT,31140.0,ERS,,2016.0,Ethnic grocery store selling fresh produce,RETAIL,GROCERYSTORE,,39.74024152,-104.85742049999999,11201 East Colfax Avenue,,Aurora,CO,80010.0,,8001007802.0,"11201 East Colfax Avenue,Aurora,CO,80010","East Colfax Avenue, Sable, Aurora, Arapahoe County, Colorado, 80010, United States of America","(39.74011, -104.8595895, 0.0)",39.74011,-104.8595895,0.0
27,2018,457,200000.0,NONPROFIT,3638000.0,,,2014.0,Expand cooperative grocery store,RETAIL,COOPERATIVE,,42.19312048,-73.36102178,42 Bridge St,,Great Barrington,MA,1230.0,,25003.0,"42 Bridge St,Great Barrington,MA,1230","Berkshire Cooperative Market, 42, Bridge Street, Berkshire Heights, Great Barrington, Berkshire County, Massachusetts, 01230, United States of America","(42.1931277, -73.3613736, 0.0)",42.1931277,-73.3613736,0.0
30,2018,9744,250000.0,NONPROFIT,250000.0,ERS,,2015.0,"Loan proceeds will fund working capital for Eastern Carolina Organics, an existing borrower in Self-Help�s food systems lending sector. ECO is experiencing rapid growth and is an industry leader in organic produce distribution.",NONRETAIL,DISTRIBUTION,,35.97876208,-78.87736488,2210 E.Pettigrew St.,,Durham,NC,27703.0,,37063001400.0,"2210 E.Pettigrew St.,Durham,NC,27703","2210, East Pettigrew Street, Hayes, Durham, Durham County, North Carolina, 27703, United States of America","(35.978459, -78.877571, 0.0)",35.978459,-78.877571,0.0
31,2018,9744,2499260.0,NONPROFIT,2499260.0,ERS,,2015.0,"Loan proceeds will renovate a community center into a wellness hub with a produce stand, caf�, commercial kitchen, and distribution center. Financing will increase food security for local residents and build a stronger food system in a food desert",RETAIL,FARMERSMKT,,33.97927914,-118.2918459,6569 S. Vermont Ave.,,Los Angeles,CA,90044.0,,6037237500.0,"6569 S. Vermont Ave.,Los Angeles,CA,90044","South Vermont Avenue, Westmont, Los Angeles, Los Angeles County, California, 90044, United States of America","(33.9589663, -118.2917915, 0.0)",33.9589663,-118.2917915,0.0
32,2018,1821,350000.0,FORPROFIT,3500000.0,ERS,,2015.0,"Creation of 137,000 SF for warehouse and production space, including for-rent commerical kitchen areas. Continguous to 4 food desert census tracts.",NONRETAIL,DISTRIBUTION,,41.48952675,-81.71167263,7501 Carnegie Avenue,,Cleveland,OH,44103.0,4809.0,39035113101.0,"7501 Carnegie Avenue,Cleveland,OH,44103","7501, Carnegie Avenue, East Eightyninth Street Historic District, Hough, Cleveland, Cuyahoga County, Ohio, 44103, United States of America","(41.501437, -81.63513370469798, 0.0)",41.501437,-81.63513370469798,0.0
35,2018,1278,1500000.0,NONPROFIT,7000000.0,TRF,,2017.0,"The main goal of this grocery stores is to fill a void in the community and provide access to fresh food. The grocery store will include fresh and locally sourced produce when available, food demonstrations to teach healthy cooking, etc.",RETAIL,GROCERYSTORE,"New Retail Grocery Store in Food Desert, located in church hill neighborhood of Richmond, VA.",37.54081076,-77.41018085,1330 N 25th St,,Richmond,VA,23223.0,,51760020300.0,"1330 N 25th St,Richmond,VA,23223","The Market at 25th, 1330, North 25th Street, Creighton Court, Fairmount, Richmond, Richmond City, Virginia, 23223, United States of America","(37.54105615, -77.41074838137541, 0.0)",37.54105615,-77.41074838137541,0.0
36,2018,497,3719000.0,NONPROFIT,21579554.0,ERS,,2016.0,"Food Bank and distribution center to serve counties in Mississippi, Tennessee and Arkansas",NONRETAIL,OTHER,Emergency Food,39.31870013,-76.64816865,3834 Knight Road,,Memphis,TN,38118.0,,47157022600.0,"3834 Knight Road,Memphis,TN,38118","3834, Knight Road, Parkway Village, Memphis, Shelby County, Tennessee, 38118, United States of America","(35.04390216666667, -89.91129725, 0.0)",35.04390216666667,-89.91129725,0.0
37,2018,497,1800000.0,FORPROFIT,1996500.0,ERS,,2018.0,Renovation and remodel of a full-service conventional store.,RETAIL,GROCERYSTORE,,40.45233444,-74.37874635,1575 N. 52nd Street,,Philadelphia,PA,19131.0,,42101011100.0,"1575 N. 52nd Street,Philadelphia,PA,19131","1575, North 52nd Street, Parkside, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States of America","(39.979515, -75.225201, 0.0)",39.979515,-75.225201,0.0
38,2018,823,85000.0,FORPROFIT,354900.0,ERS,,2017.0,"To make leasehold improvements, purchase equipment, and secure working capital for a new grocery operation located at 1001-1005 15th Street, East St. Louis, IL.",RETAIL,GROCERYSTORE,,41.97428187,-87.71346715,1001-1005 15th St,N\A,East St Louis,IL,62205.0,,17163504600.0,"1001-1005 15th St,East St Louis,IL,62205","15th Street, Granite City, Madison, Illinois, 62040, United States of America","(38.693925, -90.155311, 0.0)",38.693925,-90.155311,0.0
40,2018,823,1000000.0,FORPROFIT,7300000.0,ERS,,2017.0,Refinance NMTC debt on Cermak Fresh Market,RETAIL,GROCERYSTORE,,43.01471637,-87.96781490000001,1541 Miller Park Way,N\A,Milwaukee,WI,53214.0,,55079110100.0,"1541 Miller Park Way,Milwaukee,WI,53214","Cermak Fresh Market, 1541, Miller Park Way, West Milwaukee, Milwaukee County, Wisconsin, 53214, United States of America","(43.014427600000005, -87.97018127376447, 0.0)",43.014427600000005,-87.97018127376447,0.0
42,2018,823,920000.0,FORPROFIT,7300000.0,ERS,,2017.0,Refinance NMTC debt on Strip mall in conjuction with Cermak Fresh Market property,RETAIL,GROCERYSTORE,,38.52327433,-90.66382642,1541 Miller Park Way,N\A,Milwaukee,WI,53214.0,,55079110100.0,"1541 Miller Park Way,Milwaukee,WI,53214","Cermak Fresh Market, 1541, Miller Park Way, West Milwaukee, Milwaukee County, Wisconsin, 53214, United States of America","(43.014427600000005, -87.97018127376447, 0.0)",43.014427600000005,-87.97018127376447,0.0
43,2018,823,50000.0,NONPROFIT,397372.0,ERS,,2018.0,"The purpose of this Loan A and Loan B request is for IFF to provide a bridge loan and a refinance loan to complete Phase III of the Concord Building redevelopment located at 3802 N. Illinois St., Indianapolis, IN 46208.",RETAIL,GROCERYSTORE,,39.80732152,-86.17975166,3802 N Illinois St,N\A,Indianapolis,IN,46208.0,,18097322000.0,"3802 N Illinois St,Indianapolis,IN,46208","3802, North Illinois Street, North Meridian Street Historic District, Shooters Hill, Indianapolis, Marion County, Indiana, 46208, United States of America","(39.825074050000005, -86.15931035, 0.0)",39.825074050000005,-86.15931035,0.0
44,2018,1575,613300.0,FORPROFIT,613300.0,ERS,USDALILA,2017.0,"Legends Market, will give the residents of Grambling quick access to fresh produce, meat, a deli with fresh cooked items.",RETAIL,GROCERYSTORE,,33.52016274,-90.17650506,169 N. 1st Street,,Gloster,MS,39638.0,,28005950200.0,"169 N. 1st Street,Gloster,MS,39638","169, 1st Street, Gloster, Amite County, Mississippi, 39638, United States of America","(31.196920030751237, -91.0201950484075, 0.0)",31.196920030751237,-91.0201950484075,0.0
47,2018,1574,294390.0,FORPROFIT,877000.0,ERS,USDALILA,2017.0,"Legends Market, will give the residents of Grambling quick access to fresh produce, meat, a deli with fresh cooked items.",RETAIL,GROCERYSTORE,,32.52023352,-90.09522972,10606 Coursey Boulevard,Suite B,Baton Rouge,LA,70816.0,,22061960300.0,"10606 Coursey Boulevard,Baton Rouge,LA,70816","10606, Coursey Boulevard, Airline Acres, Baton Rouge, East Baton Rouge Parish, Louisiana, 70816, United States of America","(30.416830667713278, -91.06948202616425, 0.0)",30.416830667713278,-91.06948202616425,0.0
48,2018,448,3650000.0,FORPROFIT,30233461.0,ERS,,2017.0,"Tenants include: Fresh Box Farms, which is a hydroponic farm that produces leafy greens; Bears BBQ food production and processing, which both supplies local BBQ restaurants, and a food incubator space supporting up to 10 food production businesses.",NONRETAIL,PRODUCTION,,41.79296529,-72.68152736,10 and 60 Love Lane,,Hartford,CT,6112.0,,9003501200.0,"10 and 60 Love Lane,Hartford,CT,6112","10, Love Lane, Northeast, Parkville, Hartford, Hartford County, Connecticut, 06112, United States of America","(41.79163581670617, -72.6812976011977, 0.0)",41.79163581670617,-72.6812976011977,0.0
49,2018,1189,500000.0,FORPROFIT,500000.0,ERS,,2015.0,Grocery store in food desert serving urban & rural communities creating job opportunities,RETAIL,GROCERYSTORE,Not Applicable,37.24132502,-96.9737353,4229 Southwest Blvd,,Tulsa,OK,74107.0,,40143004700.0,"4229 Southwest Blvd,Tulsa,OK,74107","4229, Southwest Boulevard, Red Fork, Tulsa, Tulsa County, Oklahoma, 74107, United States of America","(36.10287697337544, -96.02546696800339, 0.0)",36.10287697337544,-96.02546696800339,0.0
50,2018,1189,1800000.0,FORPROFIT,9035050.0,ERS,,2015.0,Grocery store in food desert serving urban & rural communities creating job opportunities,RETAIL,GROCERYSTORE,Not Applicable,36.102288200000004,-96.02623894,1906 East 9th Avenue,,Winfield,KS,67156.0,,20035493500.0,"1906 East 9th Avenue,Winfield,KS,67156","Apple Market, 1906, East 9th Avenue, Winfield, Cowley County, Kansas, 67156, United States of America","(37.2425861, -96.9737709, 0.0)",37.2425861,-96.9737709,0.0
51,2018,1189,320800.0,FORPROFIT,320800.0,ERS,,2017.0,Grocery store in food desert serving urban & rural communities creating job opportunities,RETAIL,GROCERYSTORE,Not Applicable,38.929527,-76.975794,"2006 Rhode Island Avenue, NE",,Washington,DC,20018.0,,11001009400.0,"2006 Rhode Island Avenue, NE,Washington,DC,20018","Rhode Island Avenue, Kaywood Gardens, Mount Rainier, Prince George's County, District of Columbia, 20781, United States of America","(38.9353288, -76.9632748, 0.0)",38.9353288,-76.9632748,0.0
52,2018,308,140000.0,OTHER,725000.0,ERS,,2016.0,Financing for the preservation and refinance of grocery store,RETAIL,GROCERYSTORE,,37.70144796,-82.18496032,743 WV-65,,Delbarton,WV,25670.0,,54059957300.0,"743 WV-65,Delbarton,WV,25670","WV 65, Burch, Delbarton, Mingo County, West Virginia, 25670, United States of America","(37.7375756, -82.1943199, 0.0)",37.7375756,-82.1943199,0.0
53,2018,308,198000.0,FORPROFIT,198000.0,ERS,,2017.0,Financing for local health food market,RETAIL,CORNERSTORE,,39.83483415,-86.24424033,4375 Georgetown Rd,,Indianapolis,IN,46254.0,,18097310306.0,"4375 Georgetown Rd,Indianapolis,IN,46254","4375, Georgetown Road, Indianapolis, Marion County, Indiana, 46254, United States of America","(39.834779096554, -86.24426536509526, 0.0)",39.834779096554,-86.24426536509526,0.0
54,2018,308,287000.0,FORPROFIT,11250972.0,ERS,,2015.0,Financing for for a food-based nonprofit that distributes food into the community,NONRETAIL,DISTRIBUTION,,39.12591053,-84.49013149999999,901 E McMillan St,,Cincinnati,OH,45206.0,,39061001900.0,"901 E McMillan St,Cincinnati,OH,45206","901, East McMillan Street, Peebles Corner, Walnut Hills, Cincinnati, Hamilton County, Ohio, 45206, United States of America","(39.12578565161258, -84.48913126149735, 0.0)",39.12578565161258,-84.48913126149735,0.0
55,2018,308,282000.0,FORPROFIT,11250972.0,ERS,,2015.0,Financing for for a food-based nonprofit that distributes food into the community,NONRETAIL,DISTRIBUTION,,39.12591053,-84.49013149999999,901 E McMillan St,,Cincinnati,OH,45206.0,,39061001900.0,"901 E McMillan St,Cincinnati,OH,45206","901, East McMillan Street, Peebles Corner, Walnut Hills, Cincinnati, Hamilton County, Ohio, 45206, United States of America","(39.12578565161258, -84.48913126149735, 0.0)",39.12578565161258,-84.48913126149735,0.0
61,2018,17650,300000.0,FORPROFIT,300000.0,ERS,,2016.0,Grocery Store located in the city of Flint provides fresh foods to the surrounding community,RETAIL,GROCERYSTORE,,42.98166858,-83.69297759,4644 FENTON RD,,FLINT,MI,48507.0,,26049013500.0,"4644 FENTON RD,FLINT,MI,48507","4644, Fenton Road, Flint, Genesee County, Michigan, 48507, United States of America","(42.981823062500006, -83.6927900625, 0.0)",42.981823062500006,-83.6927900625,0.0
62,2018,1189,500000.0,FORPROFIT,500000.0,ERS,,2017.0,Grocery store in food desert serving urban & rural communities creating job opportunities,RETAIL,GROCERYSTORE,Not Applicable,34.21687599,-118.36935749999999,4229 Southwest Blvd,,Tulsa,OK,74107.0,,40143004700.0,"4229 Southwest Blvd,Tulsa,OK,74107","4229, Southwest Boulevard, Red Fork, Tulsa, Tulsa County, Oklahoma, 74107, United States of America","(36.10287697337544, -96.02546696800339, 0.0)",36.10287697337544,-96.02546696800339,0.0
64,2017,457,86000.0,FORPROFIT,125000.0,ERS,,2011.0,cattle farm,NONRETAIL,PRODUCTION,,,,594 Windsor Road,,Cheshire,MA,1225.0,,,"594 Windsor Road,Cheshire,MA,1225","594, Windsor Road, Martin, Arnoldville, Cheshire, Berkshire County, Massachusetts, 01225, United States of America","(42.557221150000004, -73.13336409665663, 0.0)",42.557221150000004,-73.13336409665663,0.0
66,2017,457,47000.0,FORPROFIT,47000.0,ERS,,2014.0,non-retail 25% allotment,NONRETAIL,SALE,coffee shop,,,2133 Boston Road,,Wilbraham,MA,1095.0,,,"2133 Boston Road,Wilbraham,MA,1095","2133, Boston Road, North Wilbraham, Wilbraham, Hampden County, Massachusetts, 01056-2785, United States of America","(42.150106699999995, -72.46832542159856, 0.0)",42.150106699999995,-72.46832542159856,0.0
67,2017,457,40000.0,FORPROFIT,75000.0,ERS,,2011.0,Cooperative grocery store,RETAIL,GROCERYSTORE,,,,12 North Main Street,,Orange,MA,1364.0,,,"12 North Main Street,Orange,MA,1364","12, Main Street, North Orange, Orange, Franklin County, Massachusetts, 01364, United States of America","(42.63496216325119, -72.26083643795644, 0.0)",42.63496216325119,-72.26083643795644,0.0
69,2017,457,160000.0,FORPROFIT,5000000.0,ERS,,2014.0,grocery store,RETAIL,GROCERYSTORE,,,,83 Maple Street,,Springfield,MA,1105.0,,,"83 Maple Street,Springfield,MA,1105","83, Maple Street, South End, Springfield, Hampden County, Massachusetts, 01105, United States of America","(42.1018161, -72.58160618959963, 0.0)",42.1018161,-72.58160618959963,0.0
71,2017,457,450000.0,FORPROFIT,7500000.0,ERS,,2014.0,Cooperative Natural Food Grovery Store,RETAIL,GROCERYSTORE,,,,330 North King Street,,Northampton,MA,1060.0,,,"330 North King Street,Northampton,MA,1060","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0.0
72,2017,457,98000.0,FORPROFIT,100000.0,ERS,,2014.0,Restaurant,NONRETAIL,SALE,,,,124 Elm Street,,Westfield,MA,1085.0,,,"124 Elm Street,Westfield,MA,1085","124, Elm Street, Trainfield, Westfield, Hampden County, Massachusetts, 01085, United States of America","(42.12328057142857, -72.74844714285715, 0.0)",42.12328057142857,-72.74844714285715,0.0
73,2017,457,40000.0,FORPROFIT,40000.0,ERS,,2014.0,healthy food vending machines,RETAIL,OTHER,vending machines,,,s,,East Longmeadow,MA,1028.0,3154.0,,"s,East Longmeadow,MA,1028","East Longmeadow, Hampden County, Massachusetts, 01028, United States of America","(42.0602543, -72.4989821, 0.0)",42.0602543,-72.4989821,0.0
74,2017,457,12450.0,FORPROFIT,250000.0,ERS,,2014.0,organic pickle production,NONRETAIL,PRODUCTION,,,,311 Wells Street,,Greenfield,MA,1301.0,,,"311 Wells Street,Greenfield,MA,1301","311, Wells Street, Cheapside, Greenfield, Franklin County, Massachusetts, 01301, United States of America","(42.60213905, -72.60649841172744, 0.0)",42.60213905,-72.60649841172744,0.0
75,2017,2128,250000.0,FORPROFIT,500000.0,OTHER,Fresh Zone a NYC designation - http://maps.nyc.gov/doitt/nycitymap,2013.0,"250,000 LIIF for SandyRelief to cover expenses and loses due to Superstorm Sandy",RETAIL,GROCERYSTORE,Grocery Store,,,2052 MOTT AVE,,FAR ROCKAWAY,NY,11691.0,,,"2052 MOTT AVE,FAR ROCKAWAY,NY,11691","Mott Avenue, Roy Reuther Houses, Far Rockaway, Queens County, New York, 11691, United States of America","(40.606029, -73.758773, 0.0)",40.606029,-73.758773,0.0
76,2017,2128,4000000.0,FORPROFIT,18550700.0,OTHER,The Food Trust,2015.0,Construction of mixed use commercial and retail with Whole Foods as anchor,RETAIL,GROCERYSTORE,Grocery Store,,,609 Broad St,,Newark,NJ,7102.0,,,"609 Broad St,Newark,NJ,7102","609, Broad Street, Teachers Village, Roseville, Newark, Essex County, New Jersey, 07102, United States of America","(40.7402715, -74.169652, 0.0)",40.7402715,-74.169652,0.0
77,2017,2128,1032400.0,FORPROFIT,4787060.0,OTHER,The Food Trust,2015.0,Construction of mixed use commercial and retail with Whole Foods as anchor,RETAIL,GROCERYSTORE,Grocery Store,,,609 Broad St,,Newark,NJ,7102.0,,,"609 Broad St,Newark,NJ,7102","609, Broad Street, Teachers Village, Roseville, Newark, Essex County, New Jersey, 07102, United States of America","(40.7402715, -74.169652, 0.0)",40.7402715,-74.169652,0.0
79,2017,2128,1500000.0,FORPROFIT,18900000.0,OTHER,TRF,2013.0,Transformation of a vacant and derelict supermarket building into a healthy food hub.,RETAIL,GROCERYSTORE,Grocery Store,,,300 N BROAD ST,,NEW ORLEANS,LA,70119.0,,,"300 N BROAD ST,NEW ORLEANS,LA,70119","Whole Foods Market, 300, North Broad Street, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96718, -90.0844933, 0.0)",29.96718,-90.0844933,0.0
80,2017,1288,60000.0,NONPROFIT,60000.0,ERS,,2014.0,Intermediary loan to Native CDFI to support loans to the producers of healthy foods,NONRETAIL,PRODUCTION,,,,101 Pata Street,,Browning,MT,59417.0,,,"101 Pata Street,Browning,MT,59417","Pata Street, Browning, Glacier County, Montana, United States of America","(48.5587411, -113.0149573, 0.0)",48.5587411,-113.0149573,0.0
81,2017,1288,150000.0,NONPROFIT,150000.0,ERS,,2014.0,Intermediary loan to Native CDFI to support loans to the producers of healthy foods,NONRETAIL,PRODUCTION,,,,941 O Street,Suite 107,Lincoln,NE,68508.0,,,"941 O Street,Lincoln,NE,68508","Terminal Building, 941, O Street, Downtown, Haymarket, Lincoln, Lancaster County, Nebraska, 68508, United States of America","(40.8132792, -96.70735663881595, 0.0)",40.8132792,-96.70735663881595,0.0
82,2017,638,124000.0,NONPROFIT,1200000.0,ERS,,2012.0,Sav-a-Lot Grocery Store with healthy food selection,RETAIL,GROCERYSTORE,,,,3529 Reading,,Cincinnati,OH,45229.0,,39061006800.0,"3529 Reading,Cincinnati,OH,45229","3529, Reading Road, Pill Hill, Avondale, Cincinnati, Hamilton County, Ohio, 45229, United States of America","(39.14496405263158, -84.49071863157894, 0.0)",39.14496405263158,-84.49071863157894,0.0
83,2017,151,30000.0,FORPROFIT,85248.0,ERS,,2014.0,Wholegrain Retail Bakery,RETAIL,OTHER,BAKERY,,,402 Connecticut St,,Buffalo,NY,14213.0,,,"402 Connecticut St,Buffalo,NY,14213","BreadHive Bakery & Cafe, 402, Connecticut Street, Five Points, Cobblestone District, Buffalo, Erie County, New York, 14213, United States of America","(42.9067556, -78.8863505, 0.0)",42.9067556,-78.8863505,0.0
